1.66022,1.64164
1.66022,1.64164
1.66022,1.64164
1.71861,1.64164
1.71861,2.23151
1.71861,2.23151
1.71861,2.23151
1.71861,2.23151
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.23417
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.25868
1.71861,2.2593
1.71861,2.2593
1.71861,2.26195
1.71861,2.28535
1.71861,2.28535
1.71861,2.45796
1.71861,2.45796
1.71861,2.45796
1.71861,2.45796
1.71861,2.45796
1.71861,2.45796
1.71861,3.07346
1.71861,3.07346
1.71861,3.07346
1.71861,3.07346
1.71861,3.07346
1.71861,3.07346
1.71861,3.07346
1.71861,3.07346
1.71861,3.07346
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.37863
1.71861,4.73583
1.71861,4.73583
1.71861,4.73583
1.71861,4.73583
1.71861,4.73583
1.71861,4.73583
1.71861,4.73583
1.71861,4.73583
1.71861,4.9168
1.71861,4.9168
1.71861,4.9168
1.71861,4.9168
1.71861,4.91737
1.71861,4.91737
1.71861,4.91737
1.71861,5.34474
1.71861,5.34474
1.71861,5.34474
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,5.81777
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.36744
1.71861,6.77541
1.71861,6.77541
1.71861,6.77541
1.71861,6.77541
1.71861,6.77541
1.71861,6.77541
1.71861,6.77541
1.71861,6.77541
1.71861,6.77541
1.71861,6.78927
1.71861,6.78927
1.71861,6.78927
1.71861,7.05029
1.71861,7.05029
1.71861,7.05029
1.71861,7.05029
1.71861,7.05029
1.71861,7.05029
1.71861,7.05029
1.71861,7.05029
1.71861,7.05029
2.12107,7.05029
2.12107,7.05029
2.12113,7.05029
2.12113,7.05029
2.12113,7.05029
2.12113,7.05029
2.12113,7.05029
2.12113,7.2383
2.12113,7.2383
2.12113,7.2383
2.12113,7.2383
2.12113,7.2383
2.12113,7.2383
2.12113,7.44542
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.62431
2.12113,7.70655
2.12113,7.70655
2.12113,7.70655
2.12113,7.70655
2.12113,7.70655
2.12113,7.70655
2.12113,7.70655
2.12113,7.70655
2.12113,7.70655
2.12202,7.70655
2.12202,7.70655
2.12202,7.70655
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,8.61221
2.12202,9.11419
2.12202,9.11419
2.12202,9.11419
2.12202,9.11419
2.12202,9.11419
2.12202,9.11419
2.12202,9.11419
2.12202,9.11419
2.12202,9.73068
2.12202,9.73068
2.12202,10.4699
2.12202,10.4699
2.12202,10.4699
2.12202,10.4699
2.12202,10.4699
2.12202,10.4699
2.12202,11.7693
2.12202,11.7693
2.12202,11.7693
2.12202,11.7693
2.12202,11.7693
2.12202,11.7693
2.12202,11.7693
2.16957,11.7693
2.16957,11.7693
2.17429,11.7693
2.17429,11.7693
2.17429,11.7693
2.17429,11.7693
2.20294,11.7693
2.20294,11.7693
2.20294,11.7693
2.20294,11.7693
2.20694,11.7693
2.20694,11.7693
2.20694,11.7693
2.20694,11.7693
2.20694,11.7693
2.20694,11.7693
2.20694,11.7693
